week_start,actor_id,actor_name,h3_id,h3_resolution,h3_center_lat,h3_center_lon,event_count,state_based_event_count,non_state_event_count,one_sided_event_count,combat_event_count,combatant_fatalities,civilian_fatalities,one_sided_civilian_fatalities,best_fatalities,one_sided_event_share,civilian_fatality_share,one_sided_civilian_fatality_share
2023-04-10,__ALL__,All actors,856b02a7fffffff,5,13.45999398207289,22.391256500715567,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0
2023-04-10,__ALL__,All actors,856b0897fffffff,5,13.617096818226427,25.424076053061942,1,1,0,0,1,0,20,0,44,0.0,0.45454545454545453,0.0
2023-04-10,__ALL__,All actors,856b0a0ffffffff,5,12.0101707938044,24.830215921368204,1,1,0,0,1,0,0,0,22,0.0,0.0,0.0
2023-04-10,__ALL__,All actors,856b0e93fffffff,5,13.673401348561217,24.081628252479913,1,1,0,0,1,0,3,0,3,0.0,1.0,0.0
2023-04-10,__ALL__,All actors,856b4287fffffff,5,13.225245724503111,30.152617420328752,1,1,0,0,1,0,6,0,6,0.0,1.0,0.0
2023-04-10,__ALL__,All actors,856b448bfffffff,5,15.012737341499482,30.083281550987248,3,3,0,0,3,0,31,0,510,0.0,0.060784313725490195,0.0
2023-04-10,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,3,3,0,0,3,30,11,0,57,0.0,0.19298245614035087,0.0
2023-04-10,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,3,3,0,0,3,0,14,0,27,0.0,0.5185185185185185,0.0
2023-04-17,__ALL__,All actors,856a65affffffff,5,10.76863327447389,34.72028327781613,1,0,1,0,1,0,0,0,9,0.0,0.0,0.0
2023-04-17,__ALL__,All actors,856b038bfffffff,5,13.443145027750063,22.894568824204516,1,0,0,1,0,0,165,165,165,1.0,1.0,1.0
2023-04-17,__ALL__,All actors,856b4287fffffff,5,13.225245724503111,30.152617420328752,2,2,0,0,2,5,48,0,53,0.0,0.9056603773584906,0.0
2023-04-17,__ALL__,All actors,856b448bfffffff,5,15.012737341499482,30.083281550987248,1,1,0,0,1,0,30,0,30,0.0,1.0,0.0
2023-04-17,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,1,1,0,0,1,0,0,0,12,0.0,0.0,0.0
2023-04-24,__ALL__,All actors,856b02a7fffffff,5,13.45999398207289,22.391256500715567,14,5,0,9,5,1,25,25,6583,0.6428571428571429,0.0037976606410451163,0.0037976606410451163
2023-04-24,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,3,3,0,0,3,0,8,0,24,0.0,0.3333333333333333,0.0
2023-05-01,__ALL__,All actors,856b02a7fffffff,5,13.45999398207289,22.391256500715567,1,1,0,0,1,0,0,0,280,0.0,0.0,0.0
2023-05-01,__ALL__,All actors,856b4c4ffffffff,5,13.18662025068854,32.703264847585366,1,0,1,0,1,0,0,0,25,0.0,0.0,0.0
2023-05-01,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,2,2,0,0,2,5,4,0,9,0.0,0.4444444444444444,0.0
2023-05-01,__ALL__,All actors,856b712ffffffff,5,14.496724675418257,29.527796281782496,1,1,0,0,1,0,0,0,12,0.0,0.0,0.0
2023-05-08,__ALL__,All actors,856b02a7fffffff,5,13.45999398207289,22.391256500715567,4,3,0,1,3,0,34,14,514,0.25,0.06614785992217899,0.027237354085603113
2023-05-15,__ALL__,All actors,856b02a7fffffff,5,13.45999398207289,22.391256500715567,1,1,0,0,1,0,0,0,7,0.0,0.0,0.0
2023-05-15,__ALL__,All actors,856b02b3fffffff,5,13.604811166189746,22.143918789658667,1,0,1,0,1,7,0,0,7,0.0,0.0,0.0
2023-05-15,__ALL__,All actors,856b032ffffffff,5,12.874105981248873,23.541366730640174,1,1,0,0,1,0,0,0,133,0.0,0.0,0.0
2023-05-15,__ALL__,All actors,856b0a0ffffffff,5,12.0101707938044,24.830215921368204,2,2,0,0,2,0,25,0,35,0.0,0.7142857142857143,0.0
2023-05-15,__ALL__,All actors,856b534bfffffff,5,10.643973255267444,28.268226783822563,1,0,1,0,1,1,0,0,1,0.0,0.0,0.0
2023-05-15,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,3,1,0,2,1,0,2,2,2,0.6666666666666666,1.0,1.0
2023-05-22,__ALL__,All actors,856b0073fffffff,5,13.86803664339118,22.489423034857715,1,1,0,0,1,4,0,0,4,0.0,0.0,0.0
2023-05-22,__ALL__,All actors,856b023bfffffff,5,13.058772442969003,22.126603097484278,3,2,0,1,2,17,28,28,114,0.3333333333333333,0.24561403508771928,0.24561403508771928
2023-05-22,__ALL__,All actors,856b02a7fffffff,5,13.45999398207289,22.391256500715567,1,1,0,0,1,0,0,0,50,0.0,0.0,0.0
2023-05-22,__ALL__,All actors,856b032ffffffff,5,12.874105981248873,23.541366730640174,1,1,0,0,1,0,1,0,1,0.0,1.0,0.0
2023-05-22,__ALL__,All actors,856b0897fffffff,5,13.617096818226427,25.424076053061942,1,1,0,0,1,0,0,0,3,0.0,0.0,0.0
2023-05-22,__ALL__,All actors,856b5e07fffffff,5,10.947343875005515,30.004209042627032,1,1,0,0,1,2,0,0,2,0.0,0.0,0.0
2023-05-22,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,1,1,0,0,1,0,0,0,2,0.0,0.0,0.0
2023-05-22,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,2,2,0,0,2,0,0,0,3,0.0,0.0,0.0
2023-05-29,__ALL__,All actors,856b02a7fffffff,5,13.45999398207289,22.391256500715567,1,1,0,0,1,0,40,0,40,0.0,1.0,0.0
2023-05-29,__ALL__,All actors,856b0cc7fffffff,5,14.201760031416846,24.61463456526655,1,1,0,0,1,0,0,0,40,0.0,0.0,0.0
2023-05-29,__ALL__,All actors,856b4287fffffff,5,13.225245724503111,30.152617420328752,2,1,0,1,1,0,23,20,23,0.5,1.0,0.8695652173913043
2023-05-29,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,3,3,0,0,3,0,13,0,31,0.0,0.41935483870967744,0.0
2023-05-29,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,1,1,0,0,1,0,3,0,3,0.0,1.0,0.0
2023-06-05,__ALL__,All actors,856b008ffffffff,5,14.418085663411349,22.508617506692236,1,0,1,0,1,126,0,0,126,0.0,0.0,0.0
2023-06-05,__ALL__,All actors,856b02a7fffffff,5,13.45999398207289,22.391256500715567,2,0,0,2,0,0,39,39,39,1.0,1.0,1.0
2023-06-05,__ALL__,All actors,856b0cc7fffffff,5,14.201760031416846,24.61463456526655,2,0,0,2,0,0,36,36,36,1.0,1.0,1.0
2023-06-05,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,4,4,0,0,4,0,26,0,26,0.0,1.0,0.0
2023-06-05,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,5,4,0,1,4,1,21,1,22,0.2,0.9545454545454546,0.045454545454545456
2023-06-12,__ALL__,All actors,856b02a3fffffff,5,13.465387953201692,22.223469337348586,1,0,0,1,0,0,5,5,5,1.0,1.0,1.0
2023-06-12,__ALL__,All actors,856b02a7fffffff,5,13.45999398207289,22.391256500715567,11,4,0,7,4,1,572,554,591,0.6363636363636364,0.9678510998307953,0.937394247038917
2023-06-12,__ALL__,All actors,856b02b3fffffff,5,13.604811166189746,22.143918789658667,1,0,1,0,1,0,0,0,8,0.0,0.0,0.0
2023-06-12,__ALL__,All actors,856b0a0ffffffff,5,12.0101707938044,24.830215921368204,1,1,0,0,1,0,2,0,2,0.0,1.0,0.0
2023-06-12,__ALL__,All actors,856b0c6bfffffff,5,13.5058987836312,24.82956121088632,1,1,0,0,1,0,8,0,8,0.0,1.0,0.0
2023-06-12,__ALL__,All actors,856b43cbfffffff,5,12.784145919110161,30.68495769510305,1,0,0,1,0,0,4,4,4,1.0,1.0,1.0
2023-06-12,__ALL__,All actors,856b68a3fffffff,5,15.715431120031816,33.60509094769738,1,1,0,0,1,0,4,0,4,0.0,1.0,0.0
2023-06-12,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,3,3,0,0,3,0,43,0,43,0.0,1.0,0.0
2023-06-12,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,2,2,0,0,2,0,9,0,9,0.0,1.0,0.0
2023-06-19,__ALL__,All actors,856b0897fffffff,5,13.617096818226427,25.424076053061942,1,1,0,0,1,0,0,0,1,0.0,0.0,0.0
2023-06-19,__ALL__,All actors,856b0a0ffffffff,5,12.0101707938044,24.830215921368204,2,2,0,0,2,0,30,0,30,0.0,1.0,0.0
2023-06-19,__ALL__,All actors,856b0c6bfffffff,5,13.5058987836312,24.82956121088632,1,1,0,0,1,0,0,0,7,0.0,0.0,0.0
2023-06-19,__ALL__,All actors,856b5e1bfffffff,5,10.965939755270602,29.681033888773296,1,1,0,0,1,0,0,0,2,0.0,0.0,0.0
2023-06-19,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,1,1,0,0,1,0,28,0,28,0.0,1.0,0.0
2023-06-19,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,1,1,0,0,1,0,9,0,9,0.0,1.0,0.0
2023-06-26,__ALL__,All actors,856b032ffffffff,5,12.874105981248873,23.541366730640174,1,1,0,0,1,0,1,0,1,0.0,1.0,0.0
2023-06-26,__ALL__,All actors,856b0347fffffff,5,12.897923213817887,22.87369602428455,1,0,0,1,0,0,7,7,7,1.0,1.0,1.0
2023-06-26,__ALL__,All actors,856b084bfffffff,5,12.682291556655446,24.95092036788911,1,0,0,1,0,0,2,2,2,1.0,1.0,1.0
2023-06-26,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,2,1,0,1,1,1,1,1,2,0.5,0.5,0.5
2023-07-03,__ALL__,All actors,856b032ffffffff,5,12.874105981248873,23.541366730640174,2,1,0,1,1,4,4,3,8,0.5,0.5,0.375
2023-07-03,__ALL__,All actors,856b0a0ffffffff,5,12.0101707938044,24.830215921368204,1,1,0,0,1,0,3,0,3,0.0,1.0,0.0
2023-07-03,__ALL__,All actors,856b0ad3fffffff,5,12.438621624291777,24.27143746873513,1,1,0,0,1,0,0,0,40,0.0,0.0,0.0
2023-07-03,__ALL__,All actors,856b4287fffffff,5,13.225245724503111,30.152617420328752,1,1,0,0,1,0,1,0,1,0.0,1.0,0.0
2023-07-03,__ALL__,All actors,856b68d7fffffff,5,15.77035469261784,32.94280046627911,1,1,0,0,1,0,49,0,49,0.0,1.0,0.0
2023-07-03,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,2,2,0,0,2,0,4,0,16,0.0,0.25,0.0
2023-07-03,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,3,3,0,0,3,0,20,0,72,0.0,0.2777777777777778,0.0
2023-07-10,__ALL__,All actors,856b084bfffffff,5,12.682291556655446,24.95092036788911,1,1,0,0,1,0,8,0,8,0.0,1.0,0.0
2023-07-10,__ALL__,All actors,856b0ad3fffffff,5,12.438621624291777,24.27143746873513,1,1,0,0,1,0,3,0,3,0.0,1.0,0.0
2023-07-10,__ALL__,All actors,856b51abfffffff,5,12.039791373119341,29.622342418404127,1,1,0,0,1,2,0,0,2,0.0,0.0,0.0
2023-07-10,__ALL__,All actors,856b51b3fffffff,5,12.307738921387287,29.648411656127955,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0
2023-07-10,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,5,5,0,0,5,0,5,0,50,0.0,0.1,0.0
2023-07-17,__ALL__,All actors,856b02a7fffffff,5,13.45999398207289,22.391256500715567,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0
2023-07-17,__ALL__,All actors,856b032ffffffff,5,12.874105981248873,23.541366730640174,1,1,0,0,1,1,0,0,1,0.0,0.0,0.0
2023-07-17,__ALL__,All actors,856b038bfffffff,5,13.443145027750063,22.894568824204516,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0
2023-07-17,__ALL__,All actors,856b0a0ffffffff,5,12.0101707938044,24.830215921368204,1,1,0,0,1,0,16,0,16,0.0,1.0,0.0
2023-07-17,__ALL__,All actors,856b4287fffffff,5,13.225245724503111,30.152617420328752,1,1,0,0,1,0,4,0,4,0.0,1.0,0.0
2023-07-17,__ALL__,All actors,856b4317fffffff,5,12.880972286537473,31.271603111564453,2,0,0,2,0,0,2,2,2,1.0,1.0,1.0
2023-07-17,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,3,3,0,0,3,11,0,0,25,0.0,0.0,0.0
2023-07-17,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,1,1,0,0,1,9,0,0,9,0.0,0.0,0.0
2023-07-24,__ALL__,All actors,856b0073fffffff,5,13.86803664339118,22.489423034857715,1,0,0,1,0,0,200,200,200,1.0,1.0,1.0
2023-07-24,__ALL__,All actors,856b032ffffffff,5,12.874105981248873,23.541366730640174,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0
2023-07-24,__ALL__,All actors,856b5e1bfffffff,5,10.965939755270602,29.681033888773296,1,1,0,0,1,0,1,0,1,0.0,1.0,0.0
2023-07-24,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,3,3,0,0,3,0,6,0,6,0.0,1.0,0.0
2023-07-24,__ALL__,All actors,856b6ea3fffffff,5,15.81036943723314,32.44412721021031,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0
2023-07-24,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,4,3,0,1,3,2,3,1,20,0.25,0.15,0.05
2023-07-31,__ALL__,All actors,856a2893fffffff,5,9.711114617198458,28.430779842131756,1,0,1,0,1,1,0,0,1,0.0,0.0,0.0
2023-07-31,__ALL__,All actors,856b0a0ffffffff,5,12.0101707938044,24.830215921368204,2,1,0,1,1,0,9,1,9,0.5,1.0,0.1111111111111111
2023-07-31,__ALL__,All actors,856b1d67fffffff,5,11.780299979695888,23.82447541618926,1,0,1,0,1,0,0,0,24,0.0,0.0,0.0
2023-07-31,__ALL__,All actors,856b4317fffffff,5,12.880972286537473,31.271603111564453,1,1,0,0,1,4,0,0,4,0.0,0.0,0.0
2023-07-31,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,1,1,0,0,1,15,0,0,15,0.0,0.0,0.0
2023-07-31,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,3,3,0,0,3,12,6,0,18,0.0,0.3333333333333333,0.0
2023-08-07,__ALL__,All actors,856a650bfffffff,5,10.54272399711851,34.21309112321549,1,0,0,1,0,0,4,4,4,1.0,1.0,1.0
2023-08-07,__ALL__,All actors,856b032ffffffff,5,12.874105981248873,23.541366730640174,1,1,0,0,1,0,0,0,42,0.0,0.0,0.0
2023-08-07,__ALL__,All actors,856b0a0ffffffff,5,12.0101707938044,24.830215921368204,6,5,1,0,6,0,50,0,197,0.0,0.25380710659898476,0.0
2023-08-07,__ALL__,All actors,856b1d67fffffff,5,11.780299979695888,23.82447541618926,1,0,1,0,1,0,0,0,49,0.0,0.0,0.0
2023-08-07,__ALL__,All actors,856b404bfffffff,5,13.355254129012573,30.248774237764447,1,1,0,0,1,26,0,0,26,0.0,0.0,0.0
2023-08-07,__ALL__,All actors,856b680bfffffff,5,15.339874169964126,33.13909489052418,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0
2023-08-07,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,4,4,0,0,4,6,36,0,42,0.0,0.8571428571428571,0.0
2023-08-14,__ALL__,All actors,856b0a0ffffffff,5,12.0101707938044,24.830215921368204,3,3,0,0,3,0,5,0,7,0.0,0.7142857142857143,0.0
2023-08-14,__ALL__,All actors,856b0a3bfffffff,5,12.003275215866061,24.995598861904284,1,0,0,1,0,0,10,10,10,1.0,1.0,1.0
2023-08-14,__ALL__,All actors,856b51abfffffff,5,12.039791373119341,29.622342418404127,1,1,0,0,1,0,2,0,2,0.0,1.0,0.0
2023-08-14,__ALL__,All actors,856b5e1bfffffff,5,10.965939755270602,29.681033888773296,1,1,0,0,1,40,0,0,40,0.0,0.0,0.0
2023-08-14,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,3,3,0,0,3,2,9,0,11,0.0,0.8181818181818182,0.0
2023-08-14,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,3,3,0,0,3,5,4,0,9,0.0,0.4444444444444444,0.0
2023-08-21,__ALL__,All actors,856b0a0ffffffff,5,12.0101707938044,24.830215921368204,5,4,0,1,4,1,98,2,99,0.2,0.98989898989899,0.020202020202020204
2023-08-21,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,3,3,0,0,3,0,13,0,13,0.0,1.0,0.0
2023-08-21,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,2,2,0,0,2,0,7,0,7,0.0,1.0,0.0
2023-08-28,__ALL__,All actors,856a2883fffffff,5,9.576372955027766,28.499628856162758,1,0,1,0,1,0,0,0,4,0.0,0.0,0.0
2023-08-28,__ALL__,All actors,856b0a0ffffffff,5,12.0101707938044,24.830215921368204,3,3,0,0,3,0,41,0,58,0.0,0.7068965517241379,0.0
2023-08-28,__ALL__,All actors,856b4287fffffff,5,13.225245724503111,30.152617420328752,1,1,0,0,1,0,14,0,14,0.0,1.0,0.0
2023-08-28,__ALL__,All actors,856b5c03fffffff,5,11.852231191173376,30.50451296033223,1,1,0,0,1,0,0,0,2,0.0,0.0,0.0
2023-08-28,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,4,3,0,1,3,5,25,0,30,0.25,0.8333333333333334,0.0
2023-08-28,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,9,7,0,2,7,2,30,3,32,0.2222222222222222,0.9375,0.09375
2023-09-04,__ALL__,All actors,856b0897fffffff,5,13.617096818226427,25.424076053061942,1,1,0,0,1,0,2,0,2,0.0,1.0,0.0
2023-09-04,__ALL__,All actors,856b0a0ffffffff,5,12.0101707938044,24.830215921368204,1,1,0,0,1,0,1,0,1,0.0,1.0,0.0
2023-09-04,__ALL__,All actors,856b19d7fffffff,5,11.51181163746599,23.811978161112606,1,0,1,0,1,0,0,0,40,0.0,0.0,0.0
2023-09-04,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,3,3,0,0,3,0,2,0,49,0.0,0.04081632653061224,0.0
2023-09-04,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,4,4,0,0,4,0,37,0,50,0.0,0.74,0.0
2023-09-11,__ALL__,All actors,856b02a3fffffff,5,13.465387953201692,22.223469337348586,1,1,0,0,1,0,0,0,5,0.0,0.0,0.0
2023-09-11,__ALL__,All actors,856b0a0bfffffff,5,12.016970773017876,24.66478619053658,1,0,1,0,1,0,0,0,14,0.0,0.0,0.0
2023-09-11,__ALL__,All actors,856b0a0ffffffff,5,12.0101707938044,24.830215921368204,1,1,0,0,1,0,0,0,40,0.0,0.0,0.0
2023-09-11,__ALL__,All actors,856b19a7fffffff,5,11.479656537806651,24.635859312510853,2,0,2,0,2,0,0,0,9,0.0,0.0,0.0
2023-09-11,__ALL__,All actors,856b5077fffffff,5,11.707532226545537,28.359621421240988,1,1,0,0,1,2,0,0,2,0.0,0.0,0.0
2023-09-11,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,7,6,0,1,6,0,23,3,59,0.14285714285714285,0.3898305084745763,0.05084745762711865
2023-09-18,__ALL__,All actors,856b032ffffffff,5,12.874105981248873,23.541366730640174,1,1,0,0,1,0,9,0,9,0.0,1.0,0.0
2023-09-18,__ALL__,All actors,856b0a0ffffffff,5,12.0101707938044,24.830215921368204,1,1,0,0,1,0,1,0,1,0.0,1.0,0.0
2023-09-18,__ALL__,All actors,856b1d67fffffff,5,11.780299979695888,23.82447541618926,1,0,1,0,1,0,0,0,16,0.0,0.0,0.0
2023-09-18,__ALL__,All actors,856b5017fffffff,5,12.113834823442144,28.31224433044174,1,1,0,0,1,0,1,0,4,0.0,0.25,0.0
2023-09-18,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,7,7,0,0,7,0,10,0,10,0.0,1.0,0.0
2023-09-18,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,4,4,0,0,4,0,9,0,9,0.0,1.0,0.0
2023-09-25,__ALL__,All actors,856a247bfffffff,5,10.788802839134618,25.1728370179604,1,0,1,0,1,0,0,0,3,0.0,0.0,0.0
2023-09-25,__ALL__,All actors,856a2883fffffff,5,9.576372955027766,28.499628856162758,1,0,1,0,1,0,0,0,11,0.0,0.0,0.0
2023-09-25,__ALL__,All actors,856b032ffffffff,5,12.874105981248873,23.541366730640174,2,1,0,1,1,0,30,24,30,0.5,1.0,0.8
2023-09-25,__ALL__,All actors,856b0a0ffffffff,5,12.0101707938044,24.830215921368204,1,1,0,0,1,0,0,0,15,0.0,0.0,0.0
2023-09-25,__ALL__,All actors,856b4317fffffff,5,12.880972286537473,31.271603111564453,1,1,0,0,1,4,0,0,4,0.0,0.0,0.0
2023-09-25,__ALL__,All actors,856b43a7fffffff,5,12.987613726092313,31.694720542113796,1,1,0,0,1,0,8,0,8,0.0,1.0,0.0
2023-09-25,__ALL__,All actors,856b6e2ffffffff,5,15.249419818998454,32.54329883583084,1,1,0,0,1,0,0,0,35,0.0,0.0,0.0
2023-09-25,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,3,3,0,0,3,0,10,0,10,0.0,1.0,0.0
2023-09-25,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,6,6,0,0,6,0,36,0,36,0.0,1.0,0.0
2023-10-02,__ALL__,All actors,856b032ffffffff,5,12.874105981248873,23.541366730640174,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0
2023-10-02,__ALL__,All actors,856b4287fffffff,5,13.225245724503111,30.152617420328752,2,2,0,0,2,2,1,0,7,0.0,0.14285714285714285,0.0
2023-10-02,__ALL__,All actors,856b51abfffffff,5,12.039791373119341,29.622342418404127,2,0,2,0,2,10,0,0,10,0.0,0.0,0.0
2023-10-02,__ALL__,All actors,856b6e2ffffffff,5,15.249419818998454,32.54329883583084,2,2,0,0,2,0,0,0,190,0.0,0.0,0.0
2023-10-02,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,1,1,0,0,1,0,3,0,3,0.0,1.0,0.0
2023-10-02,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,3,2,0,1,2,0,22,1,22,0.3333333333333333,1.0,0.045454545454545456
2023-10-09,__ALL__,All actors,856b4287fffffff,5,13.225245724503111,30.152617420328752,1,1,0,0,1,0,0,0,3,0.0,0.0,0.0
2023-10-09,__ALL__,All actors,856b51abfffffff,5,12.039791373119341,29.622342418404127,1,1,0,0,1,0,1,0,1,0.0,1.0,0.0
2023-10-09,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,1,1,0,0,1,1,0,0,1,0.0,0.0,0.0
2023-10-09,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,3,3,0,0,3,0,8,0,25,0.0,0.32,0.0
2023-10-16,__ALL__,All actors,856a2467fffffff,5,10.774954647265377,25.49985143595721,1,0,1,0,1,0,0,0,51,0.0,0.0,0.0
2023-10-16,__ALL__,All actors,856b032ffffffff,5,12.874105981248873,23.541366730640174,2,2,0,0,2,0,2,0,4,0.0,0.5,0.0
2023-10-16,__ALL__,All actors,856b43a7fffffff,5,12.987613726092313,31.694720542113796,1,0,0,1,0,0,2,2,2,1.0,1.0,1.0
2023-10-23,__ALL__,All actors,856a247bfffffff,5,10.788802839134618,25.1728370179604,2,0,2,0,2,0,0,0,91,0.0,0.0,0.0
2023-10-23,__ALL__,All actors,856b032ffffffff,5,12.874105981248873,23.541366730640174,2,2,0,0,2,0,0,0,5,0.0,0.0,0.0
2023-10-23,__ALL__,All actors,856b0897fffffff,5,13.617096818226427,25.424076053061942,1,1,0,0,1,0,0,0,10,0.0,0.0,0.0
2023-10-23,__ALL__,All actors,856b0a0ffffffff,5,12.0101707938044,24.830215921368204,4,3,0,1,3,3,13,10,59,0.25,0.22033898305084745,0.1694915254237288
2023-10-23,__ALL__,All actors,856b436ffffffff,5,12.205946599272277,31.2783539360464,1,1,0,0,1,0,1,0,1,0.0,1.0,0.0
2023-10-23,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,1,1,0,0,1,0,2,0,2,0.0,1.0,0.0
2023-10-23,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,2,2,0,0,2,24,3,0,27,0.0,0.1111111111111111,0.0
2023-10-30,__ALL__,All actors,856b02a7fffffff,5,13.45999398207289,22.391256500715567,1,1,0,0,1,0,0,0,15,0.0,0.0,0.0
2023-10-30,__ALL__,All actors,856b032ffffffff,5,12.874105981248873,23.541366730640174,1,1,0,0,1,0,1,0,1,0.0,1.0,0.0
2023-10-30,__ALL__,All actors,856b03d3fffffff,5,13.454488741595142,22.559037387434365,9,4,0,5,4,6,1050,1040,1795,0.5555555555555556,0.584958217270195,0.5793871866295265
2023-10-30,__ALL__,All actors,856b0897fffffff,5,13.617096818226427,25.424076053061942,1,1,0,0,1,0,0,0,1,0.0,0.0,0.0
2023-10-30,__ALL__,All actors,856b4287fffffff,5,13.225245724503111,30.152617420328752,1,1,0,0,1,0,1,0,1,0.0,1.0,0.0
2023-10-30,__ALL__,All actors,856b5077fffffff,5,11.707532226545537,28.359621421240988,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0
2023-10-30,__ALL__,All actors,856b6e37fffffff,5,15.523006487760396,32.57683706993741,1,1,0,0,1,0,15,0,15,0.0,1.0,0.0
2023-10-30,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,2,2,0,0,2,0,0,0,14,0.0,0.0,0.0
2023-11-06,__ALL__,All actors,856a26b7fffffff,5,10.659372314732288,25.083376188202855,1,0,1,0,1,0,0,0,30,0.0,0.0,0.0
2023-11-06,__ALL__,All actors,856b03d3fffffff,5,13.454488741595142,22.559037387434365,2,0,0,2,0,0,60,60,60,1.0,1.0,1.0
2023-11-06,__ALL__,All actors,856b0897fffffff,5,13.617096818226427,25.424076053061942,3,3,0,0,3,1,2,0,8,0.0,0.25,0.0
2023-11-06,__ALL__,All actors,856b4313fffffff,5,12.891859824223866,31.10826413344214,1,0,0,1,0,0,9,9,9,1.0,1.0,1.0
2023-11-06,__ALL__,All actors,856b6e2ffffffff,5,15.249419818998454,32.54329883583084,2,2,0,0,2,0,71,0,71,0.0,1.0,0.0
2023-11-06,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,3,3,0,0,3,0,3,0,17,0.0,0.17647058823529413,0.0
2023-11-13,__ALL__,All actors,856b6e2ffffffff,5,15.249419818998454,32.54329883583084,1,1,0,0,1,3,0,0,7,0.0,0.0,0.0
2023-11-20,__ALL__,All actors,856a25d7fffffff,5,11.416072472580225,26.115900548809837,1,1,0,0,1,0,40,0,40,0.0,1.0,0.0
2023-11-20,__ALL__,All actors,856b6eaffffffff,5,15.666591746948761,32.5105778563475,3,3,0,0,3,0,2,0,16,0.0,0.125,0.0
2023-11-20,__ALL__,All actors,856b712ffffffff,5,14.496724675418257,29.527796281782496,1,1,0,0,1,0,0,0,7,0.0,0.0,0.0
