week_start,actor_id,actor_name,event_count,state_based_event_count,non_state_event_count,one_sided_event_count,combat_event_count,combatant_fatalities,actor_deaths_suffered,civilian_fatalities,one_sided_civilian_fatalities,best_fatalities,low_fatalities,high_fatalities,active_location_count,one_sided_event_share
2025-03-31,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-07,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-14,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-28,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-05,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-12,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-19,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-26,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-02,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-09,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-23,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-30,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-07,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-14,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-21,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-28,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-04,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-11,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-18,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-25,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-01,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-08,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-15,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-22,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-29,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-06,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-13,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-20,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-27,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-03,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-10,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-17,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-24,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-01,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-08,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-22,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-29,ucdp:1080,Hamar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-10,ucdp:112,Government of Sudan,13.0,13.0,0.0,0.0,13.0,30.0,30.0,85.0,0.0,669.0,669.0,669.0,8.0,0.0
2023-04-17,ucdp:112,Government of Sudan,4.0,4.0,0.0,0.0,4.0,5.0,5.0,78.0,0.0,95.0,95.0,95.0,3.0,0.0
2023-04-24,ucdp:112,Government of Sudan,8.0,8.0,0.0,0.0,8.0,1.0,1.0,8.0,0.0,6582.0,6581.0,11582.0,2.0,0.0
2023-05-01,ucdp:112,Government of Sudan,4.0,4.0,0.0,0.0,4.0,5.0,5.0,4.0,0.0,301.0,301.0,301.0,3.0,0.0
2023-05-08,ucdp:112,Government of Sudan,3.0,3.0,0.0,0.0,3.0,0.0,0.0,20.0,0.0,500.0,500.0,500.0,1.0,0.0
2023-05-15,ucdp:112,Government of Sudan,6.0,5.0,0.0,1.0,5.0,0.0,0.0,26.0,1.0,176.0,176.0,178.0,4.0,0.16666666666666666
2023-05-22,ucdp:112,Government of Sudan,10.0,10.0,0.0,0.0,10.0,23.0,21.0,1.0,0.0,151.0,151.0,156.0,9.0,0.0
2023-05-29,ucdp:112,Government of Sudan,7.0,7.0,0.0,0.0,7.0,0.0,0.0,59.0,0.0,117.0,117.0,117.0,5.0,0.0
2023-06-05,ucdp:112,Government of Sudan,8.0,8.0,0.0,0.0,8.0,1.0,1.0,46.0,0.0,47.0,47.0,47.0,3.0,0.0
2023-06-12,ucdp:112,Government of Sudan,12.0,12.0,0.0,0.0,12.0,1.0,1.0,84.0,0.0,103.0,103.0,105.0,6.0,0.0
2023-06-19,ucdp:112,Government of Sudan,7.0,7.0,0.0,0.0,7.0,0.0,0.0,67.0,0.0,77.0,77.0,81.0,6.0,0.0
2023-06-26,ucdp:112,Government of Sudan,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0
2023-07-03,ucdp:112,Government of Sudan,10.0,10.0,0.0,0.0,10.0,4.0,2.0,78.0,0.0,186.0,186.0,188.0,8.0,0.0
2023-07-10,ucdp:112,Government of Sudan,8.0,8.0,0.0,0.0,8.0,2.0,2.0,16.0,0.0,63.0,63.0,66.0,5.0,0.0
2023-07-17,ucdp:112,Government of Sudan,7.0,7.0,0.0,0.0,7.0,21.0,1.0,20.0,0.0,55.0,55.0,56.0,5.0,0.0
2023-07-24,ucdp:112,Government of Sudan,9.0,9.0,0.0,0.0,9.0,2.0,0.0,9.0,0.0,26.0,26.0,55.0,5.0,0.0
2023-07-31,ucdp:112,Government of Sudan,6.0,6.0,0.0,0.0,6.0,31.0,0.0,14.0,0.0,45.0,45.0,45.0,5.0,0.0
2023-08-07,ucdp:112,Government of Sudan,12.0,11.0,0.0,1.0,11.0,32.0,6.0,90.0,4.0,211.0,211.0,211.0,5.0,0.08333333333333333
2023-08-14,ucdp:112,Government of Sudan,11.0,11.0,0.0,0.0,11.0,47.0,0.0,20.0,0.0,69.0,69.0,72.0,6.0,0.0
2023-08-21,ucdp:112,Government of Sudan,9.0,9.0,0.0,0.0,9.0,1.0,1.0,116.0,0.0,117.0,117.0,117.0,4.0,0.0
2023-08-28,ucdp:112,Government of Sudan,15.0,15.0,0.0,0.0,15.0,7.0,0.0,107.0,0.0,133.0,133.0,137.0,6.0,0.0
2023-09-04,ucdp:112,Government of Sudan,9.0,9.0,0.0,0.0,9.0,0.0,0.0,42.0,0.0,102.0,102.0,158.0,5.0,0.0
2023-09-11,ucdp:112,Government of Sudan,9.0,9.0,0.0,0.0,9.0,2.0,2.0,20.0,0.0,103.0,103.0,103.0,5.0,0.0
2023-09-18,ucdp:112,Government of Sudan,14.0,14.0,0.0,0.0,14.0,0.0,0.0,30.0,0.0,33.0,33.0,34.0,6.0,0.0
2023-09-25,ucdp:112,Government of Sudan,14.0,14.0,0.0,0.0,14.0,4.0,2.0,60.0,0.0,114.0,114.0,115.0,8.0,0.0
2023-10-02,ucdp:112,Government of Sudan,7.0,7.0,0.0,0.0,7.0,2.0,2.0,25.0,0.0,221.0,221.0,221.0,4.0,0.0
2023-10-09,ucdp:112,Government of Sudan,6.0,6.0,0.0,0.0,6.0,1.0,1.0,9.0,0.0,30.0,30.0,90.0,5.0,0.0
2023-10-16,ucdp:112,Government of Sudan,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,4.0,4.0,2.0,0.0
2023-10-23,ucdp:112,Government of Sudan,10.0,10.0,0.0,0.0,10.0,27.0,3.0,9.0,0.0,94.0,72.0,95.0,8.0,0.0
2023-10-30,ucdp:112,Government of Sudan,12.0,12.0,0.0,0.0,12.0,6.0,6.0,27.0,0.0,802.0,802.0,1018.0,9.0,0.0
2023-11-06,ucdp:112,Government of Sudan,8.0,8.0,0.0,0.0,8.0,1.0,1.0,76.0,0.0,96.0,96.0,97.0,4.0,0.0
2023-11-13,ucdp:112,Government of Sudan,1.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,7.0,7.0,7.0,1.0,0.0
2023-11-20,ucdp:112,Government of Sudan,5.0,5.0,0.0,0.0,5.0,0.0,0.0,42.0,0.0,63.0,63.0,63.0,4.0,0.0
2023-11-27,ucdp:112,Government of Sudan,3.0,3.0,0.0,0.0,3.0,1.0,1.0,8.0,0.0,9.0,9.0,9.0,3.0,0.0
2023-12-04,ucdp:112,Government of Sudan,4.0,4.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,14.0,14.0,14.0,4.0,0.0
2023-12-11,ucdp:112,Government of Sudan,5.0,5.0,0.0,0.0,5.0,2.0,0.0,7.0,0.0,312.0,312.0,313.0,4.0,0.0
2023-12-18,ucdp:112,Government of Sudan,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,0.0
2023-12-25,ucdp:112,Government of Sudan,2.0,2.0,0.0,0.0,2.0,0.0,0.0,30.0,0.0,34.0,34.0,122.0,2.0,0.0
2024-01-01,ucdp:112,Government of Sudan,6.0,6.0,0.0,0.0,6.0,3.0,0.0,17.0,0.0,25.0,24.0,26.0,5.0,0.0
2024-01-08,ucdp:112,Government of Sudan,12.0,12.0,0.0,0.0,12.0,3.0,0.0,61.0,0.0,70.0,66.0,70.0,9.0,0.0
2024-01-15,ucdp:112,Government of Sudan,5.0,4.0,0.0,1.0,4.0,0.0,0.0,20.0,1.0,43.0,43.0,43.0,5.0,0.2
2024-01-22,ucdp:112,Government of Sudan,14.0,14.0,0.0,0.0,14.0,6.0,0.0,30.0,0.0,87.0,87.0,91.0,8.0,0.0
2024-01-29,ucdp:112,Government of Sudan,3.0,3.0,0.0,0.0,3.0,10.0,0.0,5.0,0.0,15.0,15.0,16.0,2.0,0.0
2024-02-05,ucdp:112,Government of Sudan,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,31.0,31.0,33.0,3.0,0.0
2024-02-12,ucdp:112,Government of Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-19,ucdp:112,Government of Sudan,5.0,5.0,0.0,0.0,5.0,1.0,1.0,16.0,0.0,29.0,29.0,34.0,4.0,0.0
2024-02-26,ucdp:112,Government of Sudan,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
2024-03-04,ucdp:112,Government of Sudan,3.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,10.0,9.0,10.0,3.0,0.0
2024-03-11,ucdp:112,Government of Sudan,4.0,4.0,0.0,0.0,4.0,0.0,0.0,22.0,0.0,23.0,22.0,23.0,4.0,0.0
2024-03-18,ucdp:112,Government of Sudan,7.0,6.0,0.0,1.0,6.0,27.0,0.0,13.0,4.0,44.0,43.0,45.0,4.0,0.14285714285714285
2024-03-25,ucdp:112,Government of Sudan,4.0,4.0,0.0,0.0,4.0,36.0,0.0,12.0,0.0,48.0,46.0,48.0,3.0,0.0
2024-04-01,ucdp:112,Government of Sudan,7.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,65.0,65.0,68.0,7.0,0.0
2024-04-08,ucdp:112,Government of Sudan,8.0,8.0,0.0,0.0,8.0,0.0,0.0,19.0,0.0,61.0,60.0,61.0,5.0,0.0
2024-04-15,ucdp:112,Government of Sudan,10.0,10.0,0.0,0.0,10.0,2.0,2.0,27.0,0.0,53.0,53.0,54.0,8.0,0.0
2024-04-22,ucdp:112,Government of Sudan,2.0,2.0,0.0,0.0,2.0,5.0,2.0,7.0,0.0,12.0,12.0,12.0,2.0,0.0
2024-04-29,ucdp:112,Government of Sudan,3.0,3.0,0.0,0.0,3.0,7.0,0.0,7.0,0.0,14.0,14.0,14.0,3.0,0.0
2024-05-06,ucdp:112,Government of Sudan,14.0,14.0,0.0,0.0,14.0,5.0,0.0,94.0,0.0,183.0,180.0,183.0,7.0,0.0
2024-05-13,ucdp:112,Government of Sudan,8.0,8.0,0.0,0.0,8.0,1.0,1.0,25.0,0.0,29.0,28.0,30.0,7.0,0.0
2024-05-20,ucdp:112,Government of Sudan,15.0,15.0,0.0,0.0,15.0,22.0,14.0,76.0,0.0,132.0,132.0,149.0,6.0,0.0
2024-05-27,ucdp:112,Government of Sudan,12.0,12.0,0.0,0.0,12.0,25.0,7.0,36.0,0.0,150.0,150.0,150.0,9.0,0.0
2024-06-03,ucdp:112,Government of Sudan,16.0,14.0,0.0,2.0,14.0,8.0,5.0,142.0,10.0,332.0,299.0,385.0,11.0,0.125
2024-06-10,ucdp:112,Government of Sudan,6.0,6.0,0.0,0.0,6.0,6.0,0.0,56.0,0.0,62.0,62.0,65.0,3.0,0.0
2024-06-17,ucdp:112,Government of Sudan,15.0,14.0,0.0,1.0,14.0,5.0,1.0,116.0,50.0,121.0,121.0,145.0,10.0,0.06666666666666667
2024-06-24,ucdp:112,Government of Sudan,15.0,15.0,0.0,0.0,15.0,16.0,9.0,43.0,0.0,59.0,59.0,63.0,6.0,0.0
2024-07-01,ucdp:112,Government of Sudan,9.0,9.0,0.0,0.0,9.0,8.0,5.0,39.0,0.0,110.0,110.0,112.0,6.0,0.0
2024-07-08,ucdp:112,Government of Sudan,7.0,7.0,0.0,0.0,7.0,19.0,4.0,16.0,0.0,136.0,35.0,137.0,6.0,0.0
2024-07-15,ucdp:112,Government of Sudan,5.0,5.0,0.0,0.0,5.0,23.0,17.0,32.0,0.0,55.0,55.0,55.0,4.0,0.0
2024-07-22,ucdp:112,Government of Sudan,8.0,8.0,0.0,0.0,8.0,4.0,3.0,29.0,0.0,71.0,71.0,74.0,5.0,0.0
2024-07-29,ucdp:112,Government of Sudan,10.0,10.0,0.0,0.0,10.0,54.0,6.0,34.0,0.0,130.0,130.0,132.0,6.0,0.0
2024-08-05,ucdp:112,Government of Sudan,13.0,13.0,0.0,0.0,13.0,4.0,1.0,43.0,0.0,59.0,59.0,60.0,7.0,0.0
2024-08-12,ucdp:112,Government of Sudan,6.0,6.0,0.0,0.0,6.0,5.0,5.0,29.0,0.0,38.0,38.0,39.0,6.0,0.0
2024-08-19,ucdp:112,Government of Sudan,8.0,8.0,0.0,0.0,8.0,6.0,0.0,39.0,0.0,49.0,49.0,96.0,6.0,0.0
2024-08-26,ucdp:112,Government of Sudan,10.0,10.0,0.0,0.0,10.0,0.0,0.0,29.0,0.0,74.0,69.0,76.0,9.0,0.0
2024-09-02,ucdp:112,Government of Sudan,8.0,8.0,0.0,0.0,8.0,0.0,0.0,26.0,0.0,77.0,77.0,77.0,7.0,0.0
2024-09-09,ucdp:112,Government of Sudan,10.0,10.0,0.0,0.0,10.0,84.0,4.0,31.0,0.0,115.0,35.0,117.0,5.0,0.0
2024-09-16,ucdp:112,Government of Sudan,13.0,13.0,0.0,0.0,13.0,2.0,1.0,76.0,0.0,119.0,119.0,119.0,7.0,0.0
2024-09-23,ucdp:112,Government of Sudan,18.0,18.0,0.0,0.0,18.0,15.0,12.0,26.0,0.0,235.0,235.0,289.0,9.0,0.0
2024-09-30,ucdp:112,Government of Sudan,17.0,17.0,0.0,0.0,17.0,21.0,3.0,95.0,0.0,184.0,183.0,186.0,15.0,0.0
2024-10-07,ucdp:112,Government of Sudan,15.0,15.0,0.0,0.0,15.0,18.0,16.0,63.0,0.0,160.0,159.0,170.0,9.0,0.0
2024-10-14,ucdp:112,Government of Sudan,8.0,8.0,0.0,0.0,8.0,25.0,1.0,51.0,0.0,110.0,109.0,111.0,8.0,0.0
2024-10-21,ucdp:112,Government of Sudan,12.0,11.0,0.0,1.0,11.0,1.0,1.0,394.0,350.0,550.0,200.0,551.0,8.0,0.08333333333333333
2024-10-28,ucdp:112,Government of Sudan,10.0,10.0,0.0,0.0,10.0,0.0,0.0,67.0,0.0,119.0,119.0,120.0,9.0,0.0
2024-11-04,ucdp:112,Government of Sudan,11.0,11.0,0.0,0.0,11.0,0.0,0.0,57.0,0.0,67.0,67.0,68.0,9.0,0.0
2024-11-11,ucdp:112,Government of Sudan,13.0,12.0,0.0,1.0,12.0,161.0,6.0,13.0,2.0,200.0,200.0,200.0,8.0,0.07692307692307693
2024-11-18,ucdp:112,Government of Sudan,8.0,8.0,0.0,0.0,8.0,0.0,0.0,25.0,0.0,46.0,46.0,47.0,7.0,0.0
2024-11-25,ucdp:112,Government of Sudan,6.0,6.0,0.0,0.0,6.0,2.0,0.0,13.0,0.0,31.0,31.0,31.0,4.0,0.0
2024-12-02,ucdp:112,Government of Sudan,15.0,11.0,0.0,4.0,11.0,0.0,0.0,81.0,7.0,91.0,91.0,127.0,15.0,0.26666666666666666
2024-12-09,ucdp:112,Government of Sudan,14.0,14.0,0.0,0.0,14.0,0.0,0.0,139.0,0.0,328.0,328.0,328.0,8.0,0.0
2024-12-16,ucdp:112,Government of Sudan,14.0,13.0,0.0,1.0,13.0,26.0,1.0,72.0,39.0,196.0,109.0,196.0,9.0,0.07142857142857142
2024-12-23,ucdp:112,Government of Sudan,13.0,12.0,0.0,1.0,12.0,11.0,11.0,44.0,2.0,88.0,88.0,89.0,9.0,0.07692307692307693
2024-12-30,ucdp:112,Government of Sudan,16.0,14.0,0.0,2.0,14.0,23.0,2.0,38.0,7.0,231.0,231.0,231.0,9.0,0.125
2025-01-06,ucdp:112,Government of Sudan,20.0,13.0,0.0,7.0,13.0,0.0,0.0,223.0,160.0,495.0,400.0,545.0,15.0,0.35
2025-01-13,ucdp:112,Government of Sudan,17.0,14.0,0.0,3.0,14.0,288.0,0.0,230.0,74.0,572.0,572.0,572.0,10.0,0.17647058823529413
2025-01-20,ucdp:112,Government of Sudan,10.0,9.0,0.0,1.0,9.0,0.0,0.0,78.0,18.0,219.0,219.0,219.0,6.0,0.1
2025-01-27,ucdp:112,Government of Sudan,20.0,17.0,0.0,3.0,17.0,141.0,0.0,95.0,4.0,414.0,412.0,414.0,12.0,0.15
2025-02-03,ucdp:112,Government of Sudan,10.0,9.0,0.0,1.0,9.0,1.0,0.0,39.0,2.0,202.0,202.0,202.0,9.0,0.1
2025-02-10,ucdp:112,Government of Sudan,4.0,4.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,41.0,41.0,41.0,3.0,0.0
2025-02-17,ucdp:112,Government of Sudan,16.0,14.0,0.0,2.0,14.0,88.0,1.0,47.0,6.0,140.0,138.0,140.0,11.0,0.125
2025-02-24,ucdp:112,Government of Sudan,8.0,8.0,0.0,0.0,8.0,63.0,7.0,77.0,0.0,146.0,146.0,146.0,7.0,0.0
2025-03-03,ucdp:112,Government of Sudan,9.0,9.0,0.0,0.0,9.0,6.0,2.0,63.0,0.0,109.0,109.0,109.0,6.0,0.0
2025-03-10,ucdp:112,Government of Sudan,10.0,10.0,0.0,0.0,10.0,8.0,0.0,20.0,0.0,44.0,44.0,44.0,4.0,0.0
2025-03-17,ucdp:112,Government of Sudan,8.0,8.0,0.0,0.0,8.0,0.0,0.0,37.0,0.0,53.0,53.0,55.0,6.0,0.0
2025-03-24,ucdp:112,Government of Sudan,10.0,7.0,0.0,3.0,7.0,7.0,7.0,387.0,22.0,400.0,400.0,400.0,8.0,0.3
2025-03-31,ucdp:112,Government of Sudan,12.0,12.0,0.0,0.0,12.0,25.0,18.0,162.0,0.0,237.0,237.0,237.0,8.0,0.0
2025-04-07,ucdp:112,Government of Sudan,19.0,16.0,0.0,3.0,16.0,10.0,1.0,121.0,98.0,1746.0,1726.0,1746.0,9.0,0.15789473684210525
2025-04-14,ucdp:112,Government of Sudan,12.0,11.0,0.0,1.0,11.0,55.0,2.0,128.0,1.0,220.0,215.0,418.0,7.0,0.08333333333333333
2025-04-21,ucdp:112,Government of Sudan,11.0,11.0,0.0,0.0,11.0,74.0,2.0,84.0,0.0,213.0,213.0,213.0,7.0,0.0
2025-04-28,ucdp:112,Government of Sudan,13.0,13.0,0.0,0.0,13.0,221.0,9.0,19.0,0.0,619.0,489.0,620.0,5.0,0.0
2025-05-05,ucdp:112,Government of Sudan,7.0,7.0,0.0,0.0,7.0,0.0,0.0,16.0,0.0,75.0,75.0,75.0,4.0,0.0
2025-05-12,ucdp:112,Government of Sudan,14.0,12.0,0.0,2.0,12.0,204.0,204.0,85.0,26.0,1093.0,1093.0,1093.0,9.0,0.14285714285714285
2025-05-19,ucdp:112,Government of Sudan,4.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,17.0,17.0,17.0,2.0,0.0
2025-05-26,ucdp:112,Government of Sudan,10.0,10.0,0.0,0.0,10.0,204.0,4.0,76.0,0.0,283.0,275.0,334.0,8.0,0.0
2025-06-02,ucdp:112,Government of Sudan,4.0,3.0,0.0,1.0,3.0,0.0,0.0,9.0,4.0,29.0,29.0,29.0,3.0,0.25
2025-06-09,ucdp:112,Government of Sudan,13.0,13.0,0.0,0.0,13.0,52.0,7.0,50.0,0.0,103.0,59.0,103.0,8.0,0.0
2025-06-16,ucdp:112,Government of Sudan,4.0,4.0,0.0,0.0,4.0,1.0,0.0,66.0,0.0,69.0,69.0,69.0,4.0,0.0
2025-06-23,ucdp:112,Government of Sudan,8.0,8.0,0.0,0.0,8.0,29.0,0.0,21.0,0.0,64.0,64.0,65.0,7.0,0.0
2025-06-30,ucdp:112,Government of Sudan,3.0,3.0,0.0,0.0,3.0,1.0,0.0,14.0,0.0,15.0,14.0,15.0,3.0,0.0
2025-07-07,ucdp:112,Government of Sudan,9.0,9.0,0.0,0.0,9.0,236.0,1.0,60.0,0.0,299.0,296.0,300.0,5.0,0.0
2025-07-14,ucdp:112,Government of Sudan,7.0,7.0,0.0,0.0,7.0,206.0,0.0,22.0,0.0,228.0,222.0,228.0,4.0,0.0
2025-07-21,ucdp:112,Government of Sudan,6.0,6.0,0.0,0.0,6.0,3.0,0.0,19.0,0.0,76.0,76.0,76.0,4.0,0.0
2025-07-28,ucdp:112,Government of Sudan,9.0,9.0,0.0,0.0,9.0,27.0,24.0,24.0,0.0,56.0,53.0,125.0,8.0,0.0
2025-08-04,ucdp:112,Government of Sudan,9.0,6.0,0.0,3.0,6.0,407.0,2.0,12.0,12.0,419.0,379.0,419.0,8.0,0.3333333333333333
2025-08-11,ucdp:112,Government of Sudan,10.0,10.0,0.0,0.0,10.0,230.0,0.0,83.0,0.0,330.0,317.0,330.0,6.0,0.0
2025-08-18,ucdp:112,Government of Sudan,6.0,6.0,0.0,0.0,6.0,26.0,3.0,9.0,0.0,40.0,16.0,40.0,5.0,0.0
2025-08-25,ucdp:112,Government of Sudan,10.0,10.0,0.0,0.0,10.0,35.0,5.0,49.0,0.0,141.0,111.0,141.0,7.0,0.0
2025-09-01,ucdp:112,Government of Sudan,6.0,6.0,0.0,0.0,6.0,2.0,0.0,46.0,0.0,61.0,54.0,61.0,4.0,0.0
2025-09-08,ucdp:112,Government of Sudan,12.0,12.0,0.0,0.0,12.0,32.0,1.0,25.0,0.0,67.0,67.0,71.0,7.0,0.0
2025-09-15,ucdp:112,Government of Sudan,8.0,8.0,0.0,0.0,8.0,218.0,15.0,76.0,0.0,298.0,298.0,298.0,3.0,0.0
2025-09-22,ucdp:112,Government of Sudan,8.0,8.0,0.0,0.0,8.0,208.0,0.0,23.0,0.0,238.0,236.0,240.0,3.0,0.0
2025-09-29,ucdp:112,Government of Sudan,8.0,8.0,0.0,0.0,8.0,10.0,0.0,72.0,0.0,84.0,83.0,84.0,5.0,0.0
2025-10-06,ucdp:112,Government of Sudan,18.0,18.0,0.0,0.0,18.0,199.0,3.0,133.0,0.0,332.0,284.0,332.0,11.0,0.0
2025-10-13,ucdp:112,Government of Sudan,20.0,19.0,0.0,1.0,19.0,159.0,39.0,37.0,3.0,223.0,116.0,223.0,16.0,0.05
2025-10-20,ucdp:112,Government of Sudan,23.0,23.0,0.0,0.0,23.0,89.0,78.0,372.0,0.0,771.0,770.0,771.0,11.0,0.0
2025-10-27,ucdp:112,Government of Sudan,8.0,8.0,0.0,0.0,8.0,4.0,0.0,27.0,0.0,40.0,37.0,43.0,8.0,0.0
2025-11-03,ucdp:112,Government of Sudan,15.0,15.0,0.0,0.0,15.0,23.0,4.0,74.0,0.0,163.0,163.0,163.0,7.0,0.0
2025-11-10,ucdp:112,Government of Sudan,11.0,11.0,0.0,0.0,11.0,97.0,41.0,22.0,0.0,119.0,119.0,119.0,7.0,0.0
2025-11-17,ucdp:112,Government of Sudan,14.0,14.0,0.0,0.0,14.0,37.0,8.0,0.0,0.0,37.0,37.0,39.0,8.0,0.0
